	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARDS	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	EXTRA	GOOGLE_ID	APPLE_ID
8106	INVASION_STRONG_ATTACK_150	ACHIEVEMENT	18	invasion_strong_attacks		1500 MOD_POWER	8105	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 150)			
8107	INVASION_STRONG_ATTACK_200	ACHIEVEMENT	18	invasion_strong_attacks		2000 MOD_POWER	8106	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 200)			
8108	INVASION_STRONG_ATTACK_250	ACHIEVEMENT	18	invasion_strong_attacks		2500 MOD_POWER	8107	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 250)			
8109	INVASION_STRONG_ATTACK_300	ACHIEVEMENT	18	invasion_strong_attacks		3000 MOD_POWER	8108	Once,FollowUp	UserCount(INVASION_STRONG_ATTACK, 300)			
8200	INVASION_BREAKER_2	ACHIEVEMENT	19	invasion_highest_breaker		50 MOD_POWER		Once,HasUnlockable(INVASION)	UserCount(MAX_INVASION_BREAKER, 2)			
8201	INVASION_BREAKER_5	ACHIEVEMENT	19	invasion_highest_breaker		100 MOD_POWER	8200	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 5)			
8202	INVASION_BREAKER_10	ACHIEVEMENT	19	invasion_highest_breaker		150 MOD_POWER	8201	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 10)			
8203	INVASION_BREAKER_25	ACHIEVEMENT	19	invasion_highest_breaker		375 MOD_POWER	8202	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 25)			
8204	INVASION_BREAKER_50	ACHIEVEMENT	19	invasion_highest_breaker		750 MOD_POWER	8203	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 50)			
8205	INVASION_BREAKER_100	ACHIEVEMENT	19	invasion_highest_breaker		1000 MOD_POWER	8204	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 100)			
8206	INVASION_BREAKER_150	ACHIEVEMENT	19	invasion_highest_breaker		1500 MOD_POWER	8205	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 150)			
8207	INVASION_BREAKER_200	ACHIEVEMENT	19	invasion_highest_breaker		2000 MOD_POWER	8206	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 200)			
8208	INVASION_BREAKER_250	ACHIEVEMENT	19	invasion_highest_breaker		2500 MOD_POWER	8207	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 250)			
8209	INVASION_BREAKER_300	ACHIEVEMENT	19	invasion_highest_breaker		3000 MOD_POWER	8208	Once,FollowUp	UserCount(MAX_INVASION_BREAKER, 300)			
8300	INVASION_REVIVE_1	ACHIEVEMENT	20	invasion_hero_revives		1 EXP_VIAL		Once,HasUnlockable(INVASION)	UserCount(USED_INVASION_REVIVE, 1)			
8301	INVASION_REVIVE_5	ACHIEVEMENT	20	invasion_hero_revives		1 EXP_VIAL	8300	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 5)			
8302	INVASION_REVIVE_10	ACHIEVEMENT	20	invasion_hero_revives		2 EXP_VIAL	8301	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 10)			
8303	INVASION_REVIVE_25	ACHIEVEMENT	20	invasion_hero_revives		2 EXP_VIAL	8302	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 25)			
8304	INVASION_REVIVE_50	ACHIEVEMENT	20	invasion_hero_revives		3 EXP_VIAL	8303	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 50)			
8305	INVASION_REVIVE_100	ACHIEVEMENT	20	invasion_hero_revives		3 EXP_VIAL	8304	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 100)			
8306	INVASION_REVIVE_150	ACHIEVEMENT	20	invasion_hero_revives		4 EXP_VIAL	8305	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 150)			
8307	INVASION_REVIVE_200	ACHIEVEMENT	20	invasion_hero_revives		4 EXP_VIAL	8306	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 200)			
8308	INVASION_REVIVE_250	ACHIEVEMENT	20	invasion_hero_revives		5 EXP_VIAL	8307	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 250)			
8309	INVASION_REVIVE_300	ACHIEVEMENT	20	invasion_hero_revives		5 EXP_VIAL	8308	Once,FollowUp	UserCount(USED_INVASION_REVIVE, 300)			
8400	GUILD_DONATION_1	ACHIEVEMENT	21	guild_donations		50 GUILD_INFLUENCE		Once,HasUnlockable(GUILDS)	UserCount(GUILD_DONATIONS_MADE,1)			
8401	GUILD_DONATION_10	ACHIEVEMENT	21	guild_donations		100 GUILD_INFLUENCE, 5 DIAMONDS	8400	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,10)			
8402	GUILD_DONATION_25	ACHIEVEMENT	21	guild_donations		250 GUILD_INFLUENCE, 10 DIAMONDS	8401	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,25)			
8403	GUILD_DONATION_50	ACHIEVEMENT	21	guild_donations		500 GUILD_INFLUENCE, 10 DIAMONDS	8402	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,50)			
8404	GUILD_DONATION_100	ACHIEVEMENT	21	guild_donations		1000 GUILD_INFLUENCE, 25 DIAMONDS	8403	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,100)			
8405	GUILD_DONATION_200	ACHIEVEMENT	21	guild_donations		2000 GUILD_INFLUENCE, 25 DIAMONDS	8404	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,200)			
8406	GUILD_DONATION_500	ACHIEVEMENT	21	guild_donations		5000 GUILD_INFLUENCE, 50 DIAMONDS	8405	Once,FollowUp	UserCount(GUILD_DONATIONS_MADE,500)			
8500	PRIME_BADGE_ENHANCE_1	ACHIEVEMENT	22	prime_badge_first	enchanting	25 MEGABIT_DPS		Once,HasUnlockable(CODEBASE)	PrimeBadgeCount(1)	enhanced=true		
8501	PRIME_BADGE_ENHANCE_5	ACHIEVEMENT	22	prime_badge	enchanting	60 EXP_PHILTER	8500	Once,FollowUp	PrimeBadgeCount(5)	enhanced=true		
8502	PRIME_BADGE_ENHANCE_10	ACHIEVEMENT	22	prime_badge	enchanting	25 EXP_VIAL	8501	Once,FollowUp	PrimeBadgeCount(10)	enhanced=true		
8503	PRIME_BADGE_ENHANCE_15	ACHIEVEMENT	22	prime_badge	enchanting	10 EXP_DECANTER	8502	Once,FollowUp	PrimeBadgeCount(15)	enhanced=true		
8504	PRIME_BADGE_ENHANCE_20	ACHIEVEMENT	22	prime_badge	enchanting	4 EXP_NITRO	8503	Once,FollowUp	PrimeBadgeCount(20)	enhanced=true		
8505	PRIME_BADGE_ENHANCE_25	ACHIEVEMENT	22	prime_badge	enchanting	1 EXP_ULTRA	8504	Once,FollowUp	PrimeBadgeCount(25)	enhanced=true		
8600	CODEBASE_10	ACHIEVEMENT	23	codebase	teamTrials	25 MEGABIT_SUPPORT		Once,HasUnlockable(CODEBASE)	LifetimeCodebaseRageLevel(10)			
8601	CODEBASE_20	ACHIEVEMENT	23	codebase	teamTrials	25 MEGABIT_TANK	8600	Once,FollowUp	LifetimeCodebaseRageLevel(20)			
8602	CODEBASE_30	ACHIEVEMENT	23	codebase	teamTrials	25 MEGABIT_CONTROL	8601	Once,FollowUp	LifetimeCodebaseRageLevel(30)			
4002	ANNIVERSARY_3	ACHIEVEMENT	1	anniversary_3	teamTrials	1 ANNIVERSARY_3_BORDER		Once,ShowSpotlightTrialMedal	SpotlightTrialMedal	eventID=10938, days=7		
4003	OLYMPIC_ELASTIGIRL	ACHIEVEMENT	1	elastigirl	teamTrials	1 PQ_TORNADO_EMOJI		"Once,SpecificDate(""2021-07-28"")"	DailyUses(teamTrials_hero_ELASTIGIRL, 1)			
4004	OLYMPIC_GERALD_MARLIN_NEMO	ACHIEVEMENT	1	gerald_marlin_nemo	teamTrials	1 PQ_SPLASH_EMOJI		"Once,SpecificDate(""2021-07-29"")"	DailyUses(teamTrials_hero_GERALD_MARLIN_NEMO, 1)			
4005	OLYMPIC_DASH	ACHIEVEMENT	1	dash	teamTrials	1 PQ_KICK_EMOJI		"Once,SpecificDate(""2021-07-30"")"	DailyUses(teamTrials_hero_DASH, 1)			
4006	OLYMPIC_MERIDA	ACHIEVEMENT	1	merida	teamTrials	1 PQ_ARROW_EMOJI		"Once,SpecificDate(""2021-07-31"")"	DailyUses(teamTrials_hero_MERIDA, 1)			
4007	OLYMPIC_HUEY_DEWEY_LOUIE	ACHIEVEMENT	1	huey_dewey_louie	teamTrials	1 PQ_SOCCER_BALL_EMOJI		"Once,SpecificDate(""2021-08-01"")"	DailyUses(teamTrials_hero_HUEY_DEWEY_LOUIE, 1)			
4008	OLYMPIC_TIGGER	ACHIEVEMENT	1	tigger	teamTrials	1 PQ_SUN_EMOJI		"Once,SpecificDate(""2021-08-02"")"	DailyUses(teamTrials_hero_TIGGER, 1)			
4009	OLYMPIC_MOANA	ACHIEVEMENT	1	moana	teamTrials	1 PQ_WAVE_EMOJI		"Once,SpecificDate(""2021-08-03"")"	DailyUses(teamTrials_hero_MOANA, 1)			
4010	OLYMPIC_MR_INCREDIBLE	ACHIEVEMENT	1	mr_incredible	teamTrials	1 PQ_SWEAT_DROPS_EMOJI		"Once,SpecificDate(""2021-08-04"")"	DailyUses(teamTrials_hero_MR_INCREDIBLE, 1)			
4011	OLYMPIC_RALPH	ACHIEVEMENT	1	ralph	teamTrials	1 PQ_TROPHY_EMOJI		"Once,SpecificDate(""2021-08-05"")"	DailyUses(teamTrials_hero_RALPH, 1)			
4012	EMAIL_COLLECTION	ACHIEVEMENT	1	email_signup	promos	200 DIAMONDS		Never	HasVerifiedEmail			
4100	DAY_ONE_PATCH	ACHIEVEMENT	1	patch	skills	25 PATCH_ESSENCE_1		Once,HasUnlockable(PATCHED_HEROES)	HasEnoughPatchLevels(1)			
4101	PATCH_UP	ACHIEVEMENT	1	patch	skills	15 PATCH_ESSENCE_2	4100	Once,FollowUp	HasEnoughPatchLevels(176)			
4102	BATTEN_THE_PATCHES	ACHIEVEMENT	1	patch	skills	10 PATCH_ESSENCE_3	4101	Once,FollowUp	HasEnoughPatchLevels(601)			
4103	PATCHMAKER	ACHIEVEMENT	1	patch	skills	5 PATCH_ESSENCE_4	4102	Once,FollowUp	HasEnoughPatchLevels(1276)			
4104	PERFECT_PATCH	ACHIEVEMENT	1	patch	skills	5 PATCH_ESSENCE_5	4103	Once,FollowUp	HasEnoughPatchLevels(2201)			
4105	PATCHURALLY_GIFTED	ACHIEVEMENT	1	patch	teamTrials	50 PATCH_ESSENCE_1		Once,HasUnlockable(FRANCHISE_TRIALS)	UserCount(FRANCHISE_TRIALS_STAGE_X_BEATEN, 1)			
4120	GOLD_DAISY_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 DAISY_DUCK_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=DAISY_DUCK, costume=DAISY_DUCK_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4121	PLATINUM_DAISY_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 DAISY_DUCK_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=DAISY_DUCK, costume=DAISY_DUCK_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4122	CHALLENGER_DAISY_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 DAISY_DUCK_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=DAISY_DUCK, costume=DAISY_DUCK_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4123	GOLD_LUZ_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 LUZ_NOCEDA_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=LUZ_NOCEDA, costume=LUZ_NOCEDA_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4124	PLATINUM_LUZ_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 LUZ_NOCEDA_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=LUZ_NOCEDA, costume=LUZ_NOCEDA_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4125	CHALLENGER_LUZ_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 LUZ_NOCEDA_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=LUZ_NOCEDA, costume=LUZ_NOCEDA_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4126	GOLD_JAKE_LONG_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 JAKE_LONG_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=JAKE_LONG, costume=JAKE_LONG_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4127	PLATINUM_JAKE_LONG_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 JAKE_LONG_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=JAKE_LONG, costume=JAKE_LONG_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4128	CHALLENGER_JAKE_LONG_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 JAKE_LONG_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=JAKE_LONG, costume=JAKE_LONG_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4129	GOLD_VOYD_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 VOYD_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=VOYD, costume=VOYD_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4130	PLATINUM_VOYD_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 VOYD_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=VOYD, costume=VOYD_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4131	CHALLENGER_VOYD_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 VOYD_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=VOYD, costume=VOYD_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4132	JOINED_PBR	ACHIEVEMENT	1	playback_rewards	diamonds	200 DIAMONDS		Never	Never			
4133	MERCENARY_MASTER_1	ACHIEVEMENT	1	mercenary	jobBoard	5 WISH_CHEST_10X		Once, HasGuild, TeamLevel(30)	UserCount(LIFETIME_MERCENARIES_HIRED, 500)			
4134	MERCENARY_MASTER_2	ACHIEVEMENT	1	mercenary	jobBoard	10 WISH_CHEST_10X	4133	Once, HasGuild, TeamLevel(30)	UserCount(LIFETIME_MERCENARIES_HIRED, 2500)			
4135	MERCENARY_MASTER_3	ACHIEVEMENT	1	mercenary	jobBoard	15 WISH_CHEST_10X	4134	Once, HasGuild, TeamLevel(30)	UserCount(LIFETIME_MERCENARIES_HIRED, 10000)			
4136	GOLD_DR_DOOFENSHMIRTZ_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 DR_DOOFENSHMIRTZ_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=DR_DOOFENSHMIRTZ, costume=DR_DOOFENSHMIRTZ_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4137	PLATINUM_DR_DOOFENSHMIRTZ_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 DR_DOOFENSHMIRTZ_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=DR_DOOFENSHMIRTZ, costume=DR_DOOFENSHMIRTZ_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4138	CHALLENGER_DR_DOOFENSHMIRTZ_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 DR_DOOFENSHMIRTZ_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=DR_DOOFENSHMIRTZ, costume=DR_DOOFENSHMIRTZ_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4139	GOLD_VANELLOPE_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 VANELLOPE_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=VANELLOPE, costume=VANELLOPE_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4140	PLATINUM_VANELLOPE_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 VANELLOPE_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=VANELLOPE, costume=VANELLOPE_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4141	CHALLENGER_VANELLOPE_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 VANELLOPE_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=VANELLOPE, costume=VANELLOPE_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4142	GOLD_PETE_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 PETE_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=PETE, costume=PETE_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4143	PLATINUM_PETE_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 PETE_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=PETE, costume=PETE_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4144	CHALLENGER_PETE_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 PETE_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=PETE, costume=PETE_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4145	GOLD_GASTON_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 GASTON_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=GASTON, costume=GASTON_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4146	PLATINUM_GASTON_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 GASTON_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=GASTON, costume=GASTON_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4147	CHALLENGER_GASTON_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 GASTON_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=GASTON, costume=GASTON_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4148	GOLD_MAX_GOOF_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 MAX_GOOF_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=MAX_GOOF, costume=MAX_GOOF_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4149	PLATINUM_MAX_GOOF_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 MAX_GOOF_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=MAX_GOOF, costume=MAX_GOOF_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4150	CHALLENGER_MAX_GOOF_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 MAX_GOOF_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=MAX_GOOF, costume=MAX_GOOF_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
4151	GOLD_EDA_CLAWTHORNE_ARENA_TOTAL_WINS	ACHIEVEMENT	1	arena	arena	1 EDA_CLAWTHORNE_GOLD_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(100)	hero=EDA_CLAWTHORNE, costume=EDA_CLAWTHORNE_MASTERYGOLD, gameMode=FIGHT_PIT, winType=TOTAL_WINS 		
4152	PLATINUM_EDA_CLAWTHORNE_COLISEUM_TOTAL_WINS	ACHIEVEMENT	1	coliseum	coliseum	1 EDA_CLAWTHORNE_PLATINUM_AVATAR		Once,HasUnlockable(COLISEUM)	WinsWithCostume(200)	hero=EDA_CLAWTHORNE, costume=EDA_CLAWTHORNE_MASTERYPLATINUM, gameMode=COLISEUM, winType=TOTAL_WINS 		
4153	CHALLENGER_EDA_CLAWTHORNE_ARENA_HIGHER_RANKED	ACHIEVEMENT	1	arena	arena	1 EDA_CLAWTHORNE_CHALLENGER_AVATAR		Once,HasUnlockable(FIGHT_PIT)	WinsWithCostume(250)	hero=EDA_CLAWTHORNE, costume=EDA_CLAWTHORNE_MASTERYCHALLENGER, gameMode=FIGHT_PIT, winType=HIGHER_RANKED		
10000	PRIZE_WALL_SPEND_DIAMONDS	PRIZE_WALL_TASK	2	team_level	chestDetails/GOLD	2 PRIZE_TOKENS		QuestStarted,PrizeWallActive	QuestCounter(resourceSpent_DIAMONDS, 100)			
10001	PRIZE_WALL_NORMAL_CAMPAIGN	PRIZE_WALL_TASK	3	normal_campaign	campaign/NORMAL	2 PRIZE_TOKENS		QuestStarted,PrizeWallActive	QuestCounter(campaignWins_NORMAL, 50)			
10002	PRIZE_WALL_DIAMOND_CRATE	PRIZE_WALL_TASK	4	chest_summons	chestDetails/GOLD	1 PRIZE_TOKENS		Never	QuestCounter(chests_GOLD, 10)			
10003	PRIZE_WALL_HERO_SKILLS	PRIZE_WALL_TASK	4	upgrade_skills	skills	5 PRIZE_TOKENS		Never	QuestCounter(heroSkills, 10)			
10004	PRIZE_WALL_META_TASK	PRIZE_WALL_TASK	5	team_level		1 PRIZE_TOKENS		QuestStarted,PrizeWallActive	OtherPrizeWallQuestsComplete			
10005	PRIZE_WALL_DAILY_ARENA	PRIZE_WALL_TASK	2	arena	arena	5 PRIZE_TOKENS		Never	QuestCounter(prizeWallHeroArenaWins, 2)			
10006	PRIZE_WALL_SHOPPING	PRIZE_WALL_TASK	4	gear_shop	merchant/NORMAL	2 PRIZE_TOKENS		QuestStarted,PrizeWallActive	QuestCounter(merchantPurchase, 3)			
10007	PRIZE_WALL_ELITE_CAMPAIGN	PRIZE_WALL_TASK	3	elite_campaign	campaign/ELITE	2 PRIZE_TOKENS		QuestStarted,PrizeWallActive	QuestCounter(campaignWins_ELITE, 10)			
10008	PRIZE_WALL_SPEND_GOLD	PRIZE_WALL_TASK	1	alchemy	chestDetails/SILVER	3 PRIZE_TOKENS		Never	QuestCounter(resourceSpent_GOLD, 50000000)			
10009	PRIZE_WALL_SPEND_TOKENS	PRIZE_WALL_TASK	1	prize_wall	prizeWall	10 DIAMONDS		QuestStarted,PrizeWallActive	QuestCounter(resourceSpent_PRIZE_TOKENS, 6)			
11100	PRIZE_WALL_2_STARS_HERO_0	PRIZE_WALL_MEDAL	1	enchanting	skills	50 DIAMONDS		QuestStarted,PrizeWallActive	PrizeWallHeroStars(2)	hero=0		
11101	PRIZE_WALL_3_STARS_HERO_0	PRIZE_WALL_MEDAL	1	enchanting	skills	50 DIAMONDS	11100	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroStars(3)	hero=0		
11102	PRIZE_WALL_4_STARS_HERO_0	PRIZE_WALL_MEDAL	1	enchanting	skills	50 DIAMONDS	11101	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroStars(4)	hero=0		
11103	PRIZE_WALL_5_STARS_HERO_0	PRIZE_WALL_MEDAL	1	enchanting	skills	50 DIAMONDS	11102	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroStars(5)	hero=0		
11104	PRIZE_WALL_6_STARS_HERO_0	PRIZE_WALL_MEDAL	1	enchanting	skills	5 PRIZE_TOKENS	11103	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroStars(6)	hero=0		
11200	PRIZE_WALL_GREEN	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	3 PRIZE_TOKENS		Never	PrizeWallHeroRarity(GREEN)			
11201	PRIZE_WALL_BLUE	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	3 PRIZE_TOKENS		Never	PrizeWallHeroRarity(BLUE)			
11202	PRIZE_WALL_PURPLE	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	5 PRIZE_TOKENS		Never	PrizeWallHeroRarity(PURPLE)			
11203	PRIZE_WALL_EMERALD_0_HERO_0	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	50 DIAMONDS		QuestStarted,PrizeWallActive	PrizeWallHeroRarity(EMERALD)	hero=0		
11204	PRIZE_WALL_EMERALD_6_HERO_0	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	50 DIAMONDS	11203	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroRarity(EMERALD_6)	hero=0		
11205	PRIZE_WALL_EMERALD_12_HERO_0	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	50 DIAMONDS	11204	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroRarity(EMERALD_12)	hero=0		
11206	PRIZE_WALL_EMERALD_18_HERO_0	PRIZE_WALL_MEDAL	2	promoting_heroes	skills	5 PRIZE_TOKENS	11205	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroRarity(EMERALD_18)	hero=0		
11300	PRIZE_WALL_LEVEL_50	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	3 PRIZE_TOKENS		Never	PrizeWallHeroLevel(50)			
11301	PRIZE_WALL_LEVEL_100	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	3 PRIZE_TOKENS		Never	PrizeWallHeroLevel(100)			
11302	PRIZE_WALL_LEVEL_150	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	5 PRIZE_TOKENS		Never	PrizeWallHeroLevel(150)			
11303	PRIZE_WALL_LEVEL_200_HERO_0	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	50 DIAMONDS		QuestStarted,PrizeWallActive	PrizeWallHeroLevel(200)	hero=0		
11304	PRIZE_WALL_LEVEL_250_HERO_0	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	50 DIAMONDS	11303	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroLevel(250)	hero=0		
11305	PRIZE_WALL_LEVEL_350_HERO_0	PRIZE_WALL_MEDAL	3	collecting_heroes	skills	50 DIAMONDS	11304	QuestStarted,PrevNotStarted,PrizeWallActive	PrizeWallHeroLevel(350)	hero=0		
