	TIER_1_TAGS	TIER_3_TAGS	TIER_4_TAGS	FRANCHISE	SKILL_1	SKILL_2	SKILL_3	SKILL_4	SKILL_5	PRIME_BADGE	PATCH_TALENT_1	PATCH_TALENT_2	PATCH_TALENT_3	PATCH_TALENT_4	PATCH_TALENT_5
SWEETUMS	TANK_ROLE,BLUE_TEAM,MUPPETS,FANTASTIC_DAMAGE,DISTRACT,SHIELD_SELF,STUN,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,NORMAL_DAMAGE,BLIND,SILENCE,ARMOR_DECREASE,REALITY_DECREASE,WEAKNESS,DAMAGE_INCREASE,BERSERK,MAX_HP_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,BERSERK	IMMUNITY,HEAL_TEAM,INCREASED_DAMAGE_DEALT,SHIELD_SELF,TENACITY_DECREASE,WEAKNESS	MUPPETS	FANTASTIC_DAMAGE,DISTRACT,SHIELD_SELF,STUN,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE	ARMOR_INCREASE,REALITY_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	NORMAL_DAMAGE,BLIND,SILENCE	ARMOR_DECREASE,REALITY_DECREASE,WEAKNESS	NORMAL_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,BERSERK,ARMOR_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,BERSERK	IMMUNITY	HEAL_TEAM	INCREASED_DAMAGE_DEALT	SHIELD_SELF,IMMUNITY	TENACITY_DECREASE,WEAKNESS
SYNDROME	CONTROL_ROLE,RED_TEAM,INCREDIBLES,STUN,NORMAL_DAMAGE,STUDY,KNOCKBACK,ENERGY_REMOVAL,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,INVISIBLE	ARMOR_DECREASE,IMMUNITY,REDUCED_DAMAGE_DEALT,TENACITY_DECREASE,WEAKNESS,CURSE,TRUE_DAMAGE	INCREDIBLES	STUN	NORMAL_DAMAGE,STUDY	NORMAL_DAMAGE,KNOCKBACK,STUN	STUN	STUDY,NORMAL_DAMAGE,ENERGY_REMOVAL,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,INVISIBLE	ARMOR_DECREASE	IMMUNITY	REDUCED_DAMAGE_DEALT	TENACITY_DECREASE,WEAKNESS	CURSE,TRUE_DAMAGE
THE_HORNED_KING	CONTROL_ROLE,YELLOW_TEAM,FANTASTIC_DAMAGE,HEAL_SELF,MAX_HP_INCREASE,SCARE,FATIGUE,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE	ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE	INVISIBLE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,IMMUNITY,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT,REFLECT,HEAL_SELF		FANTASTIC_DAMAGE,HEAL_SELF,MAX_HP_INCREASE	SCARE,FATIGUE	HEAL_SELF,FANTASTIC_DAMAGE	FANTASTIC_DAMAGE	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,HEAL_SELF	ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE	INVISIBLE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	IMMUNITY	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	REFLECT,HEAL_SELF
THE_MAYOR	SUPPORT_ROLE,YELLOW_TEAM,THE_NIGHTMARE_BEFORE_CHRISTMAS,FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM,SCARE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,STUN,FREEZE,BLIND,SILENCE,CHARM,SAP,DAMAGE_OVER_TIME,NORMAL_DAMAGE,SHATTER,ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SAP,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,CHARM,CLEANSE,BERSERK,HEAL_SELF	THE_NIGHTMARE_BEFORE_CHRISTMAS	FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM,SCARE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,STUN,FREEZE,BLIND,SILENCE,CHARM	FANTASTIC_DAMAGE,SCARE,SAP,DAMAGE_OVER_TIME	NORMAL_DAMAGE,SCARE,SHATTER,SILENCE,SAP	FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM	FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM,ATTACK_SPEED_INCREASE,STUN,FREEZE,BLIND,SILENCE,CHARM,DAMAGE_OVER_TIME,ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SAP	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	CLEANSE,BERSERK,HEAL_SELF
THE_UNDERMINER	DPS_ROLE,RED_TEAM,INCREDIBLES,NORMAL_DAMAGE,KNOCKBACK,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_OVER_TIME,FANTASTIC_DAMAGE,WEAKNESS,REVIVE_SELF,HEAL_OVER_TIME_SELF,TRUE_DAMAGE,BERSERK,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,IMMUNITY,WEAKNESS,REMOVE_BUFF,SHATTER,PIERCE,DAMAGE_OVER_TIME	INCREDIBLES	NORMAL_DAMAGE,KNOCKBACK,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	NORMAL_DAMAGE,KNOCKBACK ,DAMAGE_OVER_TIME	FANTASTIC_DAMAGE,WEAKNESS	NORMAL_DAMAGE,REVIVE_SELF,KNOCKBACK,HEAL_OVER_TIME_SELF	TRUE_DAMAGE,FANTASTIC_DAMAGE,NORMAL_DAMAGE,BERSERK,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	IMMUNITY	WEAKNESS	REMOVE_BUFF,SHATTER,PIERCE	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
THOMAS_O_MALLEY	CONTROL_ROLE,RED_TEAM,THE_ARISTOCATS,FANTASTIC_DAMAGE,CLEANSE,HEAL_OVER_TIME_SELF,CONFUSION,EVASION_DECREASE,TENACITY_DECREASE,CHARM,SKILL_POWER_INCREASE,IMMUNITY,DISTRACT,INCREASED_DAMAGE_TAKEN,DAMAGE_DECREASE,SKILL_POWER_DECREASE,DECAY,FATIGUE,STUN,ENERGY_REMOVAL,SILENCE,DRAIN,NORMAL_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE	ENERGIZE,SKILL_POWER_INCREASE	HEAL_TEAM,INCREASED_DAMAGE_DEALT,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,TENACITY_DECREASE,WEAKNESS,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	THE_ARISTOCATS	FANTASTIC_DAMAGE,CLEANSE,HEAL_OVER_TIME_SELF,CONFUSION,EVASION_DECREASE,TENACITY_DECREASE	CHARM,CLEANSE,SKILL_POWER_INCREASE,IMMUNITY	FANTASTIC_DAMAGE,DISTRACT,INCREASED_DAMAGE_TAKEN,DAMAGE_DECREASE,SKILL_POWER_DECREASE	FANTASTIC_DAMAGE,DECAY,FATIGUE,STUN	FANTASTIC_DAMAGE,ENERGY_REMOVAL,SILENCE,DRAIN,DISTRACT,NORMAL_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE	ENERGIZE,SKILL_POWER_INCREASE	HEAL_TEAM	INCREASED_DAMAGE_DEALT	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	TENACITY_DECREASE,WEAKNESS	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
TIA_DALMA	CONTROL_ROLE,YELLOW_TEAM,PIRATES_OF_THE_CARIBBEAN,FANTASTIC_DAMAGE,SILENCE,CHARM,SKILL_POWER_INCREASE,KNOCKBACK,CURSE,ENERGY_SELF,DAMAGE_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE	CURSE,TENACITY_DECREASE,EVASION_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,TRUE_DAMAGE,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	PIRATES_OF_THE_CARIBBEAN	FANTASTIC_DAMAGE,SILENCE	CHARM,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE,KNOCKBACK	CURSE	ENERGY_SELF,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE	REALITY_INCREASE,SKILL_POWER_INCREASE	CURSE	TENACITY_DECREASE,EVASION_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	CURSE,TRUE_DAMAGE	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
TIANA	SUPPORT_ROLE,RED_TEAM,THE_PRINCESS_AND_THE_FROG,PRINCESS,HEAL_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_TEAM,FANTASTIC_DAMAGE,REMOVE_BUFF,ARMOR_DECREASE,REALITY_DECREASE,NORMAL_DAMAGE,STUN,HARDY,REVIVE_TEAM,MAX_HP_INCREASE,CLEANSE,ARMOR_INCREASE,REALITY_INCREASE,DETERMINATION	REALITY_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,IMMUNITY,REALITY_DECREASE,REMOVE_BUFF,HARDY,REDUCED_DAMAGE_TAKEN	THE_PRINCESS_AND_THE_FROG,PRINCESS	HEAL_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_TEAM	FANTASTIC_DAMAGE,REMOVE_BUFF,ARMOR_DECREASE,REALITY_DECREASE	NORMAL_DAMAGE,STUN,HARDY	REVIVE_TEAM,HEAL_TEAM,MAX_HP_INCREASE,CLEANSE,ARMOR_INCREASE,REALITY_INCREASE	NORMAL_DAMAGE,DETERMINATION,MAX_HP_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE	IMMUNITY	REALITY_DECREASE	REMOVE_BUFF	HARDY,REDUCED_DAMAGE_TAKEN
TIGGER	DPS_ROLE,RED_TEAM,WINNIE_THE_POOH,FANTASTIC_DAMAGE,KNOCKBACK,STUN,NORMAL_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	INCREASED_DAMAGE_DEALT,REMOVE_BUFF,SHATTER,PIERCE	WINNIE_THE_POOH	FANTASTIC_DAMAGE,KNOCKBACK	FANTASTIC_DAMAGE,STUN	NORMAL_DAMAGE,KNOCKBACK	FANTASTIC_DAMAGE,KNOCKBACK	FANTASTIC_DAMAGE,DAMAGE_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	REMOVE_BUFF,SHATTER,PIERCE	
TIMON_AND_PUMBAA	SUPPORT_ROLE,RED_TEAM,THE_LION_KING,FANTASTIC_DAMAGE,KNOCKBACK,ARMOR_INCREASE,HEAL_OVER_TIME_TEAM,HEAL_OVER_TIME_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,SKILL_POWER_INCREASE,DAMAGE_INCREASE	REALITY_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,INVINCIBLE	THE_LION_KING	FANTASTIC_DAMAGE,KNOCKBACK	ARMOR_INCREASE,HEAL_OVER_TIME_TEAM	FANTASTIC_DAMAGE		ARMOR_INCREASE,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,SKILL_POWER_INCREASE,DAMAGE_INCREASE	REALITY_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
TRON	SUPPORT_ROLE,RED_TEAM,TRON_LEGACY,FANTASTIC_DAMAGE,REMOVE_BUFF,HARDY,SKILL_POWER_INCREASE,HEAL_SELF,HEAL_TEAM,STUN,MAX_HP_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,HARDY	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,HEAL_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE,IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	TRON_LEGACY	FANTASTIC_DAMAGE,REMOVE_BUFF,HARDY	HARDY,SKILL_POWER_INCREASE	HEAL_SELF,HEAL_TEAM	FANTASTIC_DAMAGE,STUN	HARDY,SKILL_POWER_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,HARDY	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	HEAL_TEAM	DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
TWENTY_TWO	CONTROL_ROLE,BLUE_TEAM,SOUL,FANTASTIC_DAMAGE,BLIND,KNOCKBACK,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,NORMAL_DAMAGE,REMOVE_BUFF,SNARE,FATIGUE,ENERGY_REMOVAL,STUN,FREEZE,SILENCE,CHARM,DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_OVER_TIME_SELF,SKILL_POWER_INCREASE,DAMAGE_INCREASE	REALITY_DECREASE,ARMOR_DECREASE,SILENCE,REMOVE_BUFF,SHATTER,PIERCE,WEAKNESS	SOUL	FANTASTIC_DAMAGE,BLIND	FANTASTIC_DAMAGE,KNOCKBACK,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	NORMAL_DAMAGE,KNOCKBACK,REMOVE_BUFF,SNARE	NORMAL_DAMAGE,FATIGUE,ENERGY_REMOVAL	NORMAL_DAMAGE,FANTASTIC_DAMAGE,STUN,FREEZE,BLIND,SILENCE,CHARM,DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_OVER_TIME_SELF,SKILL_POWER_INCREASE,DAMAGE_INCREASE	REALITY_DECREASE	ARMOR_DECREASE	SILENCE	REMOVE_BUFF,SHATTER,PIERCE	REMOVE_BUFF,WEAKNESS
URSULA	CONTROL_ROLE,BLUE_TEAM,THE_LITTLE_MERMAID,FANTASTIC_DAMAGE,HEX,ENERGY_REMOVAL,KNOCKBACK,SKILL_POWER_INCREASE,REALITY_INCREASE	REALITY_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	REDUCED_DAMAGE_DEALT,DAMAGE_DECREASE,SKILL_POWER_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,CURSE,TRUE_DAMAGE,TENACITY_DECREASE,WEAKNESS	THE_LITTLE_MERMAID	FANTASTIC_DAMAGE,HEX	ENERGY_REMOVAL	FANTASTIC_DAMAGE,KNOCKBACK		HEX,SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE	REALITY_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	REDUCED_DAMAGE_DEALT	DAMAGE_DECREASE,SKILL_POWER_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	CURSE,TRUE_DAMAGE	TENACITY_DECREASE,WEAKNESS
VANELLOPE	DPS_ROLE,BLUE_TEAM,WRECK_IT_RALPH,FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,TENACITY_DECREASE,EVASION_DECREASE,DAMAGE_OVER_TIME	WRECK_IT_RALPH	FANTASTIC_DAMAGE	FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	FANTASTIC_DAMAGE	FANTASTIC_DAMAGE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	TENACITY_DECREASE,EVASION_DECREASE	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	
VINNY_SANTORINI	DPS_ROLE,YELLOW_TEAM,ATLANTIS,NORMAL_DAMAGE,ENERGY_SELF,DAMAGE_OVER_TIME,BLIND,ARMOR_INCREASE,REALITY_INCREASE,STUN,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ENERGIZE,DAMAGE_INCREASE,REALITY_INCREASE	ARMOR_DECREASE,ARMOR_INCREASE,INCREASED_DAMAGE_DEALT,TENACITY_DECREASE,WEAKNESS	ATLANTIS	NORMAL_DAMAGE,ENERGY_SELF	NORMAL_DAMAGE	NORMAL_DAMAGE,DAMAGE_OVER_TIME,BLIND	NORMAL_DAMAGE,ENERGY_SELF	ARMOR_INCREASE,REALITY_INCREASE,STUN,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ENERGIZE,DAMAGE_INCREASE,REALITY_INCREASE	ARMOR_DECREASE	ARMOR_INCREASE	INCREASED_DAMAGE_DEALT		TENACITY_DECREASE,WEAKNESS
VIOLET	SUPPORT_ROLE,RED_TEAM,INCREDIBLES,TRUE_DAMAGE,SHIELD_TEAM,SHIELD_SELF,REDUCED_DAMAGE_DEALT,INVISIBLE,IMMUNITY,SKILL_POWER_INCREASE,MAX_HP_INCREASE,KNOCKBACK,REFLECT,ARMOR_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,ARMOR_INCREASE,SHIELD_TEAM	PRECISE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SHIELD_TEAM,SHIELD_SELF,IMMUNITY,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	INCREDIBLES	TRUE_DAMAGE,SHIELD_TEAM,SHIELD_SELF,REDUCED_DAMAGE_DEALT	INVISIBLE,IMMUNITY,SKILL_POWER_INCREASE,MAX_HP_INCREASE	TRUE_DAMAGE, KNOCKBACK	SHIELD_SELF,SHIELD_TEAM,INVISIBLE	REFLECT,IMMUNITY,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,ARMOR_INCREASE,SHIELD_TEAM	PRECISE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	SHIELD_TEAM	SHIELD_SELF,IMMUNITY	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
VOYD	CONTROL_ROLE,RED_TEAM,INCREDIBLES,FANTASTIC_DAMAGE,STUN,NORMAL_DAMAGE,INVINCIBLE,KNOCKBACK,WEAKNESS,DISTRACT,ENERGY_REMOVAL,ENERGY_SELF,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,REALITY_INCREASE	REALITY_DECREASE,WEAKNESS,IMMUNITY,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT,CURSE,TRUE_DAMAGE	INCREDIBLES	FANTASTIC_DAMAGE,STUN	NORMAL_DAMAGE,INVINCIBLE	FANTASTIC_DAMAGE,KNOCKBACK,WEAKNESS,DISTRACT	ENERGY_REMOVAL,ENERGY_SELF,ARMOR_INCREASE,REALITY_INCREASE	FANTASTIC_DAMAGE,DISTRACT,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SHIELD_SELF,SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,REALITY_INCREASE	REALITY_DECREASE	WEAKNESS	IMMUNITY	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	CURSE,TRUE_DAMAGE
WADE_RIPPLE	TANK_ROLE,YELLOW_TEAM,ELEMENTAL,FANTASTIC_DAMAGE,SHIELD_SELF,DISTRACT,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HARDY,DETERMINATION,SKILL_POWER_INCREASE,REDUCED_DAMAGE_TAKEN,MAX_HP_INCREASE,ENDURANCE,ARMOR_INCREASE,REVIVE_SELF,HEAL_SELF,DODGE,CLEANSE,SHIELD_TEAM,IMMUNITY,TENACITY_INCREASE	HARDY,MAX_HP_INCREASE	SHIELD_TEAM,PRECISE,IMMUNITY,SHIELD_SELF,REFLECT,HEAL_SELF	ELEMENTAL	FANTASTIC_DAMAGE,SHIELD_SELF,DISTRACT,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HARDY,DETERMINATION	SKILL_POWER_INCREASE,REDUCED_DAMAGE_TAKEN,SHIELD_SELF	SHIELD_SELF,MAX_HP_INCREASE,ENDURANCE,ARMOR_INCREASE	SHIELD_SELF,REVIVE_SELF,HEAL_SELF	DODGE,CLEANSE,SHIELD_SELF,SHIELD_TEAM,IMMUNITY,MAX_HP_INCREASE,TENACITY_INCREASE	HARDY,MAX_HP_INCREASE	SHIELD_TEAM	PRECISE	IMMUNITY	SHIELD_SELF,IMMUNITY	REFLECT,HEAL_SELF
WALL_E	CONTROL_ROLE,RED_TEAM,WALLE,NORMAL_DAMAGE,DAMAGE_OVER_TIME,FREEZE,ENERGY_TEAM,BLIND,KNOCKBACK,SKILL_POWER_INCREASE,ARMOR_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,TENACITY_INCREASE	SILENCE,TENACITY_DECREASE,EVASION_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,FANTASTIC_DAMAGE,SHATTER,IMMUNITY,REMOVE_BUFF	WALLE	NORMAL_DAMAGE,DAMAGE_OVER_TIME,FREEZE	ENERGY_TEAM,BLIND	NORMAL_DAMAGE,KNOCKBACK	ENERGY_TEAM	ENERGY_TEAM,SKILL_POWER_INCREASE,ARMOR_INCREASE,NORMAL_DAMAGE,DAMAGE_OVER_TIME	ARMOR_INCREASE,MAX_HP_INCREASE,TENACITY_INCREASE	SILENCE	TENACITY_DECREASE,EVASION_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	FANTASTIC_DAMAGE,SHATTER	IMMUNITY,REMOVE_BUFF
WASABI	DPS_ROLE,RED_TEAM,BIG_HERO_SIX,TRUE_DAMAGE,ATTACK_SPEED_INCREASE,KNOCKBACK,STUN,HEAL_SELF,DAMAGE_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	INCREASED_DAMAGE_DEALT,CLEANSE,BERSERK,HEAL_SELF,TENACITY_DECREASE,WEAKNESS	BIG_HERO_SIX	TRUE_DAMAGE	ATTACK_SPEED_INCREASE	TRUE_DAMAGE,KNOCKBACK	TRUE_DAMAGE,STUN	ATTACK_SPEED_INCREASE,HEAL_SELF,DAMAGE_INCREASE,ARMOR_INCREASE,TRUE_DAMAGE,MAX_HP_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	CLEANSE,BERSERK,HEAL_SELF	TENACITY_DECREASE,WEAKNESS
WINIFRED_SANDERSON	CONTROL_ROLE,YELLOW_TEAM,HOCUS_POCUS,FANTASTIC_DAMAGE,STUN,HEAL_SELF,DAMAGE_OVER_TIME,CHARM,DISTRACT,HARDY,DAMAGE_INCREASE,HEAL_OVER_TIME_SELF,ENERGY_REMOVAL,ENERGY_SELF,BERSERK,ENERGY_TEAM,SKILL_POWER_INCREASE,MAX_HP_INCREASE	PRECISE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,HEAL_TEAM,REDUCED_DAMAGE_DEALT,IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF,MAX_HP_INCREASE	HOCUS_POCUS	FANTASTIC_DAMAGE,STUN,HEAL_SELF,DAMAGE_OVER_TIME	CHARM,DISTRACT,HARDY,DAMAGE_INCREASE	FANTASTIC_DAMAGE,HEAL_OVER_TIME_SELF,ENERGY_REMOVAL,ENERGY_SELF	FANTASTIC_DAMAGE,BERSERK	FANTASTIC_DAMAGE,ENERGY_REMOVAL,ENERGY_SELF,ENERGY_TEAM,SKILL_POWER_INCREASE,MAX_HP_INCREASE	PRECISE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	HEAL_TEAM	REDUCED_DAMAGE_DEALT	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF
WINNIE_THE_POOH	TANK_ROLE,RED_TEAM,WINNIE_THE_POOH,FANTASTIC_DAMAGE,ENERGY_SELF,HEAL_SELF,MAX_HP_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,SHIELD_SELF,ARMOR_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,HARDY	HEAL_TEAM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,PRECISE,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	WINNIE_THE_POOH	FANTASTIC_DAMAGE	ENERGY_SELF,HEAL_SELF	HEAL_SELF,MAX_HP_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	ENERGY_SELF,SHIELD_SELF,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF	MAX_HP_INCREASE,REALITY_INCREASE,HARDY	HEAL_TEAM	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	PRECISE	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
